altitude,temperature,pressure,density
1470,276.209686279297,81117.6071166992,1.02307199468862
1480,276.128479003906,80992.3477172852,1.02179261035205
1490,276.047271728516,80867.2409057617,1.02051439888203
1500,275.966064453125,80742.2866821289,1.01923736131395
1510,275.884887695313,80617.5003051758,1.01796157875409
1520,275.803680419922,80492.8588867188,1.01668698863076
1530,275.722473144531,80368.3853149414,1.01541376836669
1540,275.641265869141,80244.0567016602,1.01414162990684
1550,275.56005859375,80119.8959350586,1.01287086355865
1560,275.478881835938,79995.8801269531,1.01160106903395
1570,275.397674560547,79872.0245361328,1.0103326645441
1580,275.316467285156,79748.3291625977,1.00906553904697
1590,275.235260009766,79624.7863769531,1.00779959711049
1600,275.154083251953,79501.3961791992,1.00653472814694
1610,275.072875976563,79378.1661987305,1.00527125320517
1620,274.991668701172,79255.0888061523,1.00400896502855
1630,274.910491943359,79132.1640014648,1.00274775335459
1640,274.829284667969,79009.3994140625,1.0014879386784
1650,274.748077392578,78886.7874145508,1.00022931398327
1660,274.666870117188,78764.3280029297,0.998971880324678
1670,274.585693359375,78642.0288085938,0.997715624665378
1680,274.504486083984,78519.8822021484,0.996460673207881
1690,274.423309326172,78397.8881835938,0.995206805344914
1700,274.342102050781,78276.0467529297,0.993954243589979
1710,274.260894775391,78154.3579101563,0.992702878225027
1720,274.179718017578,78032.8216552734,0.991452599959449
1730,274.098510742188,77911.4456176758,0.990203727635874
1740,274.017333984375,77790.2221679688,0.988955944811613
1750,273.936126708984,77669.1436767578,0.987709375919654
1760,273.854919433594,77548.225402832,0.986464105796323
1770,273.773742675781,77427.4597167969,0.98521992869513
1780,273.692535400391,77306.8466186523,0.983977065437854
1790,273.611358642578,77186.3861083984,0.98273529755724
1800,273.530151367188,77066.0781860352,0.98149484545357
1810,273.448974609375,76945.9228515625,0.980255491085891
1820,273.367767333984,76825.9201049805,0.979017454433568
1830,273.286590576172,76706.0699462891,0.977780517881382
1840,273.205383300781,76586.3647460938,0.976544803706746
1850,273.124206542969,76466.8197631836,0.975310289253932
1860,273.042999267578,76347.4273681641,0.974077096409492
1870,272.961822509766,76228.1799316406,0.972844911039562
1880,272.880615234375,76109.0850830078,0.97161404917472
1890,272.799438476563,75990.1428222656,0.970384294473523
1900,272.71826171875,75871.3531494141,0.969155756787428
1910,272.637054443359,75752.7160644531,0.967928545548411
1920,272.555877685547,75634.2239379883,0.966702347536616
1930,272.474670410156,75515.8843994141,0.965477477881975
1940,272.393493652344,75397.6974487305,0.964253721300665
1950,272.312316894531,75279.6630859375,0.9630311871248
1960,272.231109619141,75161.7736816406,0.961809886638684
1970,272.149932861328,75044.0368652344,0.960589702762931
1980,272.068725585938,74926.4450073242,0.959370754442171
1990,271.987548828125,74809.0057373047,0.958152925076404
2000,271.906372070313,74691.7190551758,0.956936323480184
2010,271.8251953125,74574.5849609375,0.955720950753478
2020,271.743988037109,74457.5881958008,0.954506719581675
2030,271.662811279297,74340.7516479492,0.95329370990248
2040,271.581634521484,74224.0600585938,0.952081834478901
2050,271.500427246094,74107.5134277344,0.950871201209511
2060,271.419250488281,73991.1193847656,0.949661695168357
2070,271.338073730469,73874.8779296875,0.948453424448438
2080,271.256896972656,73758.7814331055,0.947246292178395
2090,271.175720214844,73642.8298950195,0.946040299380618
2100,271.094512939453,73527.0309448242,0.94483565147958
2110,271.013336181641,73411.376953125,0.943632038692546
2120,270.932159423828,73295.8755493164,0.942429666608998
2130,270.850982666016,73180.5191040039,0.941228438217241
2140,270.769775390625,73065.3076171875,0.940028460493439
2150,270.688598632813,72950.2410888672,0.938829522469008
2160,270.607421875,72835.3271484375,0.937631829441615
2170,270.526245117188,72720.5581665039,0.936435284286979
2180,270.445068359375,72605.9417724609,0.935239986313264
2190,270.363891601563,72491.4627075195,0.934045740035795
2200,270.28271484375,72377.1362304688,0.932852743069296
2210,270.201538085938,72262.9547119141,0.931660898176654
2220,270.120361328125,72148.92578125,0.930470304789202
2230,270.039154052734,72035.0341796875,0.929280872210682
2240,269.957977294922,71921.2875366211,0.928092489703443
2250,269.876800537109,71807.6934814453,0.926905361913778
2260,269.795623779297,71694.2443847656,0.925719391463159
2270,269.714447021484,71580.9326171875,0.924534480855826
2280,269.633270263672,71467.7734375,0.923350828189841
2290,269.552093505859,71354.7592163086,0.922168336001612
2300,269.470916748047,71241.8899536133,0.920987005339903
2310,269.389739990234,71129.1656494141,0.919806837254742
2320,269.308563232422,71016.5863037109,0.918627832797423
2330,269.227386474609,70904.1519165039,0.91744999302051
2340,269.146209716797,70791.862487793,0.916273318977834
2350,269.065032958984,70679.7180175781,0.915097811724499
2360,268.983856201172,70567.7108764648,0.913923373508492
2370,268.902679443359,70455.8563232422,0.912750202974419
2380,268.821533203125,70344.1390991211,0.911578000048971
2390,268.740356445313,70232.5744628906,0.910407170571512
2400,268.6591796875,70121.1471557617,0.909237414250147
2410,268.578002929688,70009.8648071289,0.908068831015653
2420,268.496826171875,69898.7197875977,0.906901322944413
2430,268.415649414063,69787.727355957,0.905735089047027
2440,268.33447265625,69676.872253418,0.904569932384861
2450,268.253295898438,69566.162109375,0.903405953013355
2460,268.172149658203,69455.5969238281,0.902243049327737
2470,268.090972900391,69345.1766967773,0.901081427847322
2480,268.009796142578,69234.8937988281,0.899920887701213
2490,267.928619384766,69124.755859375,0.898761529069822
2500,267.847442626953,69014.762878418,0.897603353027398
2510,267.766296386719,68904.9072265625,0.896446159222969
2520,267.685119628906,68795.1965332031,0.895290252369337
2530,267.603942871094,68685.6231689453,0.89413543195701
2540,267.522766113281,68576.1947631836,0.892981798323029
2550,267.441589355469,68466.911315918,0.891829352548067
2560,267.360443115234,68357.7651977539,0.890677894640232
2570,267.279266357422,68248.7564086914,0.889527629023722
2580,267.198089599609,68139.892578125,0.888378554395192
2590,267.116943359375,68031.1737060547,0.887230570476132
2600,267.035766601563,67922.5921630859,0.886083781653365
2610,266.95458984375,67814.1555786133,0.884938187019405
2620,266.873443603516,67705.8563232422,0.88379358701042
2630,266.792266845703,67597.6943969727,0.882650184854193
2640,266.711090087891,67489.6774291992,0.88150798003858
2650,266.629943847656,67381.7977905273,0.880366773212598
2660,266.548767089844,67274.055480957,0.879226767007688
2670,266.467590332031,67166.4581298828,0.878087961306615
2680,266.386444091797,67058.9981079102,0.876950156970479
2690,266.305267333984,66951.6830444336,0.875813655837871
2700,266.22412109375,66844.4976806641,0.874678058513948
2710,266.142944335938,66737.4572753906,0.873543766273934
2720,266.061767578125,66630.5618286133,0.872410679855599
2730,265.980621337891,66523.796081543,0.871278500547748
2740,265.899444580078,66417.1752929688,0.870147629215364
2750,265.818298339844,66310.6918334961,0.869017767144932
2760,265.737121582031,66204.345703125,0.867889114989152
2770,265.655975341797,66098.1369018555,0.866761474327438
2780,265.574798583984,65992.0654296875,0.865635045418373
2790,265.49365234375,65886.1389160156,0.86450973034753
2800,265.412475585938,65780.3497314453,0.863385628933823
2810,265.331329345703,65674.690246582,0.862262443385222
2820,265.250152587891,65569.1757202148,0.861140573480335
2830,265.169006347656,65463.7985229492,0.86001972185549
2840,265.087829589844,65358.5586547852,0.858900087590346
2850,265.006683349609,65253.4561157227,0.857781473856358
2860,264.925537109375,65148.4832763672,0.856663880337564
2870,264.844360351563,65043.6553955078,0.855547607260541
2880,264.763214111328,64938.96484375,0.854432358100249
2890,264.682037353516,64834.4116210938,0.853318330957667
2900,264.600891113281,64729.9957275391,0.852205329994861
2910,264.519744873047,64625.7095336914,0.851093354255972
2920,264.438568115234,64521.5682983398,0.849982703790681
2930,264.357421875,64417.5567626953,0.8488729823711
2940,264.276275634766,64313.6825561523,0.84776438970239
2950,264.195098876953,64209.9533081055,0.846657125222628
2960,264.113952636719,64106.3461303711,0.845550692479988
2970,264.032806396484,64002.8839111328,0.844445492211714
2980,263.951629638672,63899.5552062988,0.843341472021767
2990,263.870483398438,63796.3638305664,0.842238488161871
3000,263.789337158203,63693.3059692383,0.841136588904572
3010,263.708190917969,63590.3816223145,0.840035775251109
3020,263.627014160156,63487.5946044922,0.838936195727629
3030,263.545867919922,63384.9449157715,0.837837657055879
3040,263.464721679688,63282.4249267578,0.836740156622145
3050,263.383575439453,63180.046081543,0.83564384675005
3060,263.302398681641,63077.7969360351,0.834548673856495
3070,263.221252441406,62975.6813049316,0.833454495838669
3080,263.140106201172,62873.7030029297,0.832361461031803
3090,263.058959960938,62771.858215332,0.831269519976911
3100,262.977813720703,62670.1469421387,0.83017867368648
3110,262.896667480469,62568.5729980469,0.829088973722364
3120,262.815490722656,62467.1287536621,0.82800041616457
3130,262.734344482422,62365.8180236816,0.826912860173943
3140,262.653198242188,62264.6408081055,0.825826403010323
3150,262.572052001953,62163.5971069336,0.824741045692466
3160,262.490905761719,62062.6907348633,0.823656839866642
3170,262.409759521484,61961.9140625,0.822573685317278
3180,262.32861328125,61861.270904541,0.821491633677524
3190,262.247467041016,61760.7612609863,0.820410685971186
3200,262.166320800781,61660.3813171387,0.819330792534407
3210,262.085144042969,61560.1348876953,0.818252100329538
3220,262.004028320313,61460.0219726563,0.817174324548779
3230,261.9228515625,61360.0425720215,0.816097847142876
3240,261.841705322266,61260.1928710937,0.815022332842855
3250,261.760559082031,61160.4766845703,0.81394792858288
3260,261.679412841797,61060.8940124512,0.812874635395616
3270,261.598266601563,60961.4410400391,0.811802403516005
3280,261.517120361328,60862.1215820313,0.810731284746752
3290,261.435974121094,60762.9318237305,0.809661229293804
3300,261.354827880859,60663.8717651367,0.808592238147586
3310,261.273681640625,60564.9452209473,0.807524363161864
3320,261.192565917969,60466.1483764648,0.806457460273016
3330,261.111419677734,60367.4850463867,0.805391769916193
3340,261.0302734375,60268.9514160156,0.804327147903363
3350,260.949127197266,60170.5474853516,0.80326359523118
3360,260.867980957031,60072.2732543945,0.80220111289754
3370,260.786834716797,59974.1287231445,0.80113970190158
3380,260.705688476563,59876.1177062988,0.800079414216605
3390,260.624542236328,59778.2363891602,0.799020199903059
3400,260.543395996094,59680.4809570313,0.797962008959173
3410,260.462280273438,59582.8628540039,0.796904902032174
3420,260.381134033203,59485.3668212891,0.795848862913554
3430,260.299987792969,59388.0043029785,0.79479395220597
3440,260.218841552734,59290.771484375,0.793740119896778
3450,260.1376953125,59193.6645507813,0.792687315910933
3460,260.056579589844,59096.6911315918,0.79163555051311
3470,259.975433349609,58999.8435974121,0.790584908421449
3480,259.894287109375,58903.1257629395,0.789535348740442
3490,259.813140869141,58806.5376281738,0.788486872484279
3500,259.731994628906,58710.075378418,0.787439429504408
3510,259.65087890625,58613.7466430664,0.786393030702358
3520,259.569732666016,58517.5399780274,0.785347708504571
3530,259.488586425781,58421.4668273926,0.784303524948983
3540,259.407470703125,58325.5195617676,0.783260286502674
3550,259.326324462891,58229.7019958496,0.782218229768037
3560,259.245178222656,58134.0103149414,0.781177212268747
3570,259.1640625,58038.444519043,0.780137143116782
3580,259.082916259766,57943.0084228516,0.779098258403738
3590,259.001770019531,57847.7020263672,0.778060467198584
3600,258.920623779297,57752.5177001953,0.777023667880755
3610,258.839508056641,57657.4630737305,0.775987872573808
3620,258.758361816406,57562.5381469726,0.774953265382077
3630,258.67724609375,57467.7391052246,0.773919613077712
3640,258.596099853516,57373.0659484863,0.772887099345914
3650,258.514953613281,57278.5186767578,0.771855633775959
3660,258.433837890625,57184.1011047363,0.770825177752065
3670,258.352691650391,57089.8094177246,0.769795863015392
3680,258.271575927734,56995.6398010254,0.76876745714706
3690,258.1904296875,56901.5998840332,0.767740245797914
3700,258.109313964844,56807.6858520508,0.766713996939499
3710,258.028167724609,56713.8977050781,0.765688892963162
3720,257.947021484375,56620.2354431152,0.764664844118441
3730,257.865905761719,56526.6952514648,0.763641709492676
3740,257.784759521484,56433.2847595215,0.76261977397705
3750,257.703643798828,56339.9963378906,0.761598754828841
3760,257.622497558594,56246.8376159668,0.760578936636438
3770,257.541381835938,56153.8009643555,0.759560036964636
3780,257.460266113281,56060.8901977539,0.758542198571776
3790,257.379119873047,55968.1015014648,0.757525460649727
3800,257.298004150391,55875.4425048828,0.756509747717838
3810,257.216857910156,55782.9055786133,0.755495137050659
3820,257.1357421875,55690.4907226563,0.754481450242572
3830,257.054595947266,55598.201751709,0.753468919130064
3840,256.973480224609,55506.0386657715,0.752457365726977
3850,256.892364501953,55413.9976501465,0.75144682885867
3860,256.811218261719,55322.0825195312,0.75043745041081
3870,256.730102539063,55230.2894592285,0.749429001189907
3880,256.648986816406,55138.6222839355,0.748421623208574
3890,256.567840576172,55047.0771789551,0.747415354589505
3900,256.486724853516,54955.6579589844,0.746410070217465
3910,256.405609130859,54864.3569946289,0.745405756448709
3920,256.324462890625,54773.1857299805,0.744402658364586
3930,256.243347167969,54682.1327209473,0.743400444107634
3940,256.162231445313,54591.2017822266,0.742399255197489
3950,256.081085205078,54500.3967285156,0.741399232855637
3960,255.999969482422,54409.7137451172,0.740400149398649
3970,255.918853759766,54319.1528320313,0.739402094248239
3980,255.83772277832,54228.7139892578,0.738405112422797
3990,255.756607055664,54138.4010314941,0.737409168734922
4000,255.675476074219,54048.2063293457,0.736414248298306
4010,255.594360351563,53958.1336975098,0.735420316093363
4020,255.513229370117,53868.1869506836,0.734427512965473
4030,255.432113647461,53778.3584594727,0.733435648135237
4040,255.350982666016,53688.6520385742,0.732444862252616
4050,255.269866943359,53599.0676879883,0.731455068723035
4060,255.188751220703,53509.6054077148,0.730466312347943
4070,255.107635498047,53420.2651977539,0.729478594116681
4080,255.026504516602,53331.0432434082,0.728491906499063
4090,254.945388793945,53241.943359375,0.727506215342204
4100,254.864273071289,53152.9655456543,0.726521565271605
4110,254.783142089844,53064.1098022461,0.725538000733597
4120,254.702026367188,52975.3723144531,0.724555383600406
4130,254.620910644531,52886.7568969727,0.723573810507139
4140,254.539794921875,52798.2597351074,0.722593230244251
4150,254.458679199219,52709.8846435547,0.721613695985537
4160,254.377563476563,52621.6278076172,0.720635156490672
4170,254.296447753906,52533.4930419922,0.719657664969224
4180,254.215316772461,52445.4803466797,0.718681265561831
4190,254.134201049805,52357.5820922852,0.717705768371217
4200,254.053085327148,52269.8059082031,0.716731322100627
4210,253.971969604492,52182.1517944336,0.715757927757017
4220,253.890853881836,52094.6159362793,0.714785534007511
4230,253.80973815918,52007.1983337402,0.713814141811457
4240,253.728622436523,51919.8989868164,0.712843752129428
4250,253.647521972656,51832.7217102051,0.71187437549001
4260,253.56640625,51745.6588745117,0.710905993784008
4270,253.485290527344,51658.7181091309,0.709938669905975
4280,253.404174804688,51571.8955993652,0.708972352430113
4290,253.323059082031,51485.1913452149,0.708007042323194
4300,253.241943359375,51398.6053466797,0.707042740553225
4310,253.160827636719,51312.1376037598,0.706079448089456
4320,253.079711914063,51225.7919311523,0.705117218411253
4330,252.998611450195,51139.5568847656,0.704155852494854
4340,252.917495727539,51053.4477233887,0.703195646364482
4350,252.836380004883,50967.4530029297,0.702236400904024
4360,252.755279541016,50881.5727233887,0.701278074702362
4370,252.674163818359,50795.8145141601,0.70032085858818
4380,252.593048095703,50710.1707458496,0.699364605989741
4390,252.511932373047,50624.6452331543,0.698409370462531
4400,252.43083190918,50539.2379760742,0.697455110827669
4410,252.349716186523,50453.9451599121,0.696501859768908
4420,252.268615722656,50368.7705993652,0.695549586621472
4430,252.1875,50283.7142944336,0.694598376556024
4440,252.106384277344,50198.7724304199,0.693648135731194
4450,252.025283813477,50113.9488220215,0.692698875872185
4460,251.944183349609,50029.2434692383,0.69175063999408
4470,251.863067626953,49944.6487426758,0.690803365412414
4480,251.781951904297,49860.1760864258,0.689857169415082
4490,251.70085144043,49775.8178710938,0.688911905688099
4500,251.619750976563,49691.5740966797,0.687967617024786
4510,251.538635253906,49607.4447631836,0.687024346044417
4520,251.457534790039,49523.4336853027,0.686082063142937
4530,251.376419067383,49439.5370483398,0.685140799761009
4540,251.295318603516,49355.7586669922,0.684200526506112
4550,251.214218139648,49272.0909118652,0.683261180212307
4560,251.133102416992,49188.5414123535,0.682322909067198
4570,251.052001953125,49105.1063537598,0.681385578180448
4580,250.970901489258,49021.785736084,0.680449230005202
4590,250.889801025391,48938.5795593262,0.679513865494449
4600,250.808685302734,48855.4878234863,0.678579526886073
4610,250.727584838867,48772.5143432617,0.677646185526225
4620,250.646484375,48689.6514892578,0.676713777712949
4630,250.565383911133,48606.9030761719,0.675782357388508
4640,250.484283447266,48524.2691040039,0.674851925512076
4650,250.403182983398,48441.7495727539,0.673922483044065
4660,250.322082519531,48359.3444824219,0.672994030946135
4670,250.240966796875,48277.0538330078,0.67206661116138
4680,250.159881591797,48194.8738098145,0.671140048591636
4690,250.07878112793,48112.8082275391,0.670214520230172
4700,249.997680664063,48030.8609008789,0.66929003921964
4710,249.916564941406,47949.0203857422,0.668366487866736
4720,249.835479736328,47867.2981262207,0.667443904186839
4730,249.754379272461,47785.6864929199,0.666522305208535
4740,249.673278808594,47704.1893005371,0.665601704269443
4750,249.592178344727,47622.802734375,0.664682049099869
4760,249.511077880859,47541.5306091309,0.663763393881928
4770,249.429977416992,47460.3729248047,0.662845739591004
4780,249.348876953125,47379.3258666992,0.661929033909218
4790,249.267776489258,47298.3894348145,0.661013277762474
4800,249.186676025391,47217.5674438477,0.6600985254071
4810,249.105590820313,47136.8598937988,0.659184737445596
4820,249.024490356445,47056.2591552734,0.658271888930323
4830,248.943389892578,46975.772857666,0.657360047081889
4840,248.8623046875,46895.4010009766,0.65644917263482
4850,248.781204223633,46815.1359558105,0.655539240284274
4860,248.700103759766,46734.9853515625,0.654630317487228
4870,248.619018554688,46654.9453735352,0.653722311658981
4880,248.53791809082,46575.0160217285,0.652815304022401
4890,248.456817626953,46495.1972961426,0.651909255351338
4900,248.375732421875,46415.4930114746,0.65100418009452
4910,248.294631958008,46335.8955383301,0.650100052233814
4920,248.213531494141,46256.4125061035,0.649196939698713
4930,248.132446289063,46177.0401000977,0.648294750062386
4940,248.051361083984,46097.7745056152,0.647393470647255
4950,247.970260620117,46018.6233520508,0.646493249309679
4960,247.889175415039,45939.5790100098,0.645593900226267
4970,247.808074951172,45860.6491088867,0.64469561106546
4980,247.726989746094,45781.8260192871,0.64379819610559
4990,247.645904541016,45703.1135559082,0.642901749644872
5000,247.564804077148,45624.51171875,0.642006312205347
5010,247.48371887207,45546.0205078125,0.641111805556916
5020,247.402618408203,45467.6399230957,0.6402183097524
5030,247.321533203125,45389.3661499023,0.639325693001543
5040,247.240447998047,45311.2030029297,0.638434049485356
5050,247.159362792969,45233.1466674805,0.637543326395053
5060,247.078262329102,45155.2047729492,0.636653671523168
5070,246.997177124023,45077.3696899414,0.635764899601596
5080,246.916091918945,44999.641418457,0.634877050898762
5090,246.835006713867,44922.0237731934,0.633990180161798
5100,246.75390625,44844.5129394531,0.633104273649765
5110,246.672821044922,44767.1127319336,0.63221930780584
5120,246.591735839844,44689.8231506348,0.631335322788485
5130,246.510650634766,44612.6403808594,0.630452265657436
5140,246.429565429688,44535.5644226074,0.629570137328627
5150,246.348480224609,44458.5952758789,0.628688938719199
5160,246.267395019531,44381.7367553711,0.627808724708893
5170,246.186309814453,44304.9850463867,0.626929442291422
5180,246.105224609375,44228.343963623,0.626051146384541
5190,246.024139404297,44151.8096923828,0.625173783948915
5200,245.943054199219,44075.382232666,0.624297355907814
5210,245.861968994141,43999.0615844727,0.623421863185729
5220,245.780883789063,43922.8477478027,0.622547306708367
5230,245.699798583984,43846.7407226563,0.621673687402661
5240,245.618713378906,43770.7443237305,0.620801060300668
5250,245.537628173828,43694.8509216309,0.619929318141831
5260,245.45654296875,43619.0681457519,0.619058570082454
5270,245.375457763672,43543.3883666992,0.618188708792972
5280,245.294387817383,43467.8192138672,0.617319805102652
5290,245.213302612305,43392.3530578613,0.616451828456173
5300,245.132232666016,43316.9937133789,0.615584757185842
5310,245.051147460938,43241.7449951172,0.614718723135733
5320,244.970062255859,43166.5992736816,0.613853580443691
5330,244.888977050781,43091.5603637695,0.612989384260256
5340,244.807891845703,43016.6244506836,0.612126081242835
5350,244.726821899414,42941.7991638184,0.611263742768918
5360,244.645736694336,42867.0768737793,0.610402337463346
5370,244.564666748047,42792.4613952637,0.609541844369519
5380,244.483581542969,42717.9489135742,0.608682286179457
5390,244.402496337891,42643.5432434082,0.607823680087548
5400,244.321426391602,42569.2443847656,0.606965989134433
5410,244.240341186523,42495.0485229492,0.606109235715622
5420,244.159271240234,42420.9594726563,0.605253399380955
